Model,RMSE_Train,MAE_Train,R2_Train,RMSE_Val,MAE_Val,R2_Val,RMSE_Test,MAE_Test,R2_Test
1D CNN,0.29891823052157723,0.23590804636478424,0.9131737947463989,0.3192831806618454,0.25877782702445984,0.8892671465873718,0.31302335545586407,0.24837113916873932,0.9057440757751465
