month_t_minus_12,month_t_minus_11,month_t_minus_10,month_t_minus_9,month_t_minus_8,month_t_minus_7,month_t_minus_6,month_t_minus_5,month_t_minus_4,month_t_minus_3,month_t_minus_2,month_t_minus_1
0.5578434,0.7641537,1.0529858,1.4965516,1.4037123,1.4346594,1.4346594,1.4759202,1.1458253,0.45468822,-0.030138489,-0.49433574
0.7641537,1.0529858,1.4965516,1.4037123,1.4346594,1.4346594,1.4759202,1.1458253,0.45468822,-0.030138489,-0.49433574,-0.4427572
1.0529858,1.4965516,1.4037123,1.4346594,1.4346594,1.4759202,1.1458253,0.45468822,-0.030138489,-0.49433574,-0.4427572,-0.13329366
1.4965516,1.4037123,1.4346594,1.4346594,1.4759202,1.1458253,0.45468822,-0.030138489,-0.49433574,-0.4427572,-0.13329366,-0.267394
1.4037123,1.4346594,1.4346594,1.4759202,1.1458253,0.45468822,-0.030138489,-0.49433574,-0.4427572,-0.13329366,-0.267394,0.1968013
1.4346594,1.4346594,1.4759202,1.1458253,0.45468822,-0.030138489,-0.49433574,-0.4427572,-0.13329366,-0.267394,0.1968013,0.3102722
1.4346594,1.4759202,1.1458253,0.45468822,-0.030138489,-0.49433574,-0.4427572,-0.13329366,-0.267394,0.1968013,0.3102722,0.60942
1.4759202,1.1458253,0.45468822,-0.030138489,-0.49433574,-0.4427572,-0.13329366,-0.267394,0.1968013,0.3102722,0.60942,1.0323544
1.1458253,0.45468822,-0.030138489,-0.49433574,-0.4427572,-0.13329366,-0.267394,0.1968013,0.3102722,0.60942,1.0323544,0.8466775
0.45468822,-0.030138489,-0.49433574,-0.4427572,-0.13329366,-0.267394,0.1968013,0.3102722,0.60942,1.0323544,0.8466775,0.5062668
-0.030138489,-0.49433574,-0.4427572,-0.13329366,-0.267394,0.1968013,0.3102722,0.60942,1.0323544,0.8466775,0.5062668,-0.4530729
-0.49433574,-0.4427572,-0.13329366,-0.267394,0.1968013,0.3102722,0.60942,1.0323544,0.8466775,0.5062668,-0.4530729,-0.814115
-0.4427572,-0.13329366,-0.267394,0.1968013,0.3102722,0.60942,1.0323544,0.8466775,0.5062668,-0.4530729,-0.814115,-0.9894782
-0.13329366,-0.267394,0.1968013,0.3102722,0.60942,1.0323544,0.8466775,0.5062668,-0.4530729,-0.814115,-0.9894782,-0.65938324
-0.267394,0.1968013,0.3102722,0.60942,1.0323544,0.8466775,0.5062668,-0.4530729,-0.814115,-0.9894782,-0.65938324,-0.8656916
0.1968013,0.3102722,0.60942,1.0323544,0.8466775,0.5062668,-0.4530729,-0.814115,-0.9894782,-0.65938324,-0.8656916,-0.72127557
