month_t_minus_12,month_t_minus_11,month_t_minus_10,month_t_minus_9,month_t_minus_8,month_t_minus_7,month_t_minus_6,month_t_minus_5,month_t_minus_4,month_t_minus_3,month_t_minus_2,month_t_minus_1
0.07301668,-0.06108563,-0.29834113,-0.56654376,-1.3195732,-1.6084073,-1.5568286,-1.6702995,-1.7012466,-1.2576809,-0.71095985,0.062700965
-0.06108563,-0.29834113,-0.56654376,-1.3195732,-1.6084073,-1.5568286,-1.6702995,-1.7012466,-1.2576809,-0.71095985,0.062700965,0.5165805
-0.29834113,-0.56654376,-1.3195732,-1.6084073,-1.5568286,-1.6702995,-1.7012466,-1.2576809,-0.71095985,0.062700965,0.5165805,1.1458253
-0.56654376,-1.3195732,-1.6084073,-1.5568286,-1.6702995,-1.7012466,-1.2576809,-0.71095985,0.062700965,0.5165805,1.1458253,1.2489804
-1.3195732,-1.6084073,-1.5568286,-1.6702995,-1.7012466,-1.2576809,-0.71095985,0.062700965,0.5165805,1.1458253,1.2489804,1.0529858
-1.6084073,-1.5568286,-1.6702995,-1.7012466,-1.2576809,-0.71095985,0.062700965,0.5165805,1.1458253,1.2489804,1.0529858,1.1251938
-1.5568286,-1.6702995,-1.7012466,-1.2576809,-0.71095985,0.062700965,0.5165805,1.1458253,1.2489804,1.0529858,1.1251938,1.1664567
-1.6702995,-1.7012466,-1.2576809,-0.71095985,0.062700965,0.5165805,1.1458253,1.2489804,1.0529858,1.1251938,1.1664567,1.3315042
-1.7012466,-1.2576809,-0.71095985,0.062700965,0.5165805,1.1458253,1.2489804,1.0529858,1.1251938,1.1664567,1.3315042,1.2799276
-1.2576809,-0.71095985,0.062700965,0.5165805,1.1458253,1.2489804,1.0529858,1.1251938,1.1664567,1.3315042,1.2799276,1.1148782
-0.71095985,0.062700965,0.5165805,1.1458253,1.2489804,1.0529858,1.1251938,1.1664567,1.3315042,1.2799276,1.1148782,0.81573033
0.062700965,0.5165805,1.1458253,1.2489804,1.0529858,1.1251938,1.1664567,1.3315042,1.2799276,1.1148782,0.81573033,0.69194376
0.5165805,1.1458253,1.2489804,1.0529858,1.1251938,1.1664567,1.3315042,1.2799276,1.1148782,0.81573033,0.69194376,1.3727651
1.1458253,1.2489804,1.0529858,1.1251938,1.1664567,1.3315042,1.2799276,1.1148782,0.81573033,0.69194376,1.3727651,1.3211884
1.2489804,1.0529858,1.1251938,1.1664567,1.3315042,1.2799276,1.1148782,0.81573033,0.69194376,1.3727651,1.3211884,0.69194376
1.0529858,1.1251938,1.1664567,1.3315042,1.2799276,1.1148782,0.81573033,0.69194376,1.3727651,1.3211884,0.69194376,0.7847832
1.1251938,1.1664567,1.3315042,1.2799276,1.1148782,0.81573033,0.69194376,1.3727651,1.3211884,0.69194376,0.7847832,0.46500394
1.1664567,1.3315042,1.2799276,1.1148782,0.81573033,0.69194376,1.3727651,1.3211884,0.69194376,0.7847832,0.46500394,-0.411812
1.3315042,1.2799276,1.1148782,0.81573033,0.69194376,1.3727651,1.3211884,0.69194376,0.7847832,0.46500394,-0.411812,-0.6284361
1.2799276,1.1148782,0.81573033,0.69194376,1.3727651,1.3211884,0.69194376,0.7847832,0.46500394,-0.411812,-0.6284361,-0.68001467
1.1148782,0.81573033,0.69194376,1.3727651,1.3211884,0.69194376,0.7847832,0.46500394,-0.411812,-0.6284361,-0.68001467,-0.66969895
0.81573033,0.69194376,1.3727651,1.3211884,0.69194376,0.7847832,0.46500394,-0.411812,-0.6284361,-0.68001467,-0.66969895,-0.8760073
0.69194376,1.3727651,1.3211884,0.69194376,0.7847832,0.46500394,-0.411812,-0.6284361,-0.68001467,-0.66969895,-0.8760073,-1.0307411
1.3727651,1.3211884,0.69194376,0.7847832,0.46500394,-0.411812,-0.6284361,-0.68001467,-0.66969895,-0.8760073,-1.0307411,-0.79348356
1.3211884,0.69194376,0.7847832,0.46500394,-0.411812,-0.6284361,-0.68001467,-0.66969895,-0.8760073,-1.0307411,-0.79348356,-0.39118057
0.69194376,0.7847832,0.46500394,-0.411812,-0.6284361,-0.68001467,-0.66969895,-0.8760073,-1.0307411,-0.79348356,-0.39118057,-0.14360937
0.7847832,0.46500394,-0.411812,-0.6284361,-0.68001467,-0.66969895,-0.8760073,-1.0307411,-0.79348356,-0.39118057,-0.14360937,0.48563537
0.46500394,-0.411812,-0.6284361,-0.68001467,-0.66969895,-0.8760073,-1.0307411,-0.79348356,-0.39118057,-0.14360937,0.48563537,0.60942
-0.411812,-0.6284361,-0.68001467,-0.66969895,-0.8760073,-1.0307411,-0.79348356,-0.39118057,-0.14360937,0.48563537,0.60942,0.09364614
-0.6284361,-0.68001467,-0.66969895,-0.8760073,-1.0307411,-0.79348356,-0.39118057,-0.14360937,0.48563537,0.60942,0.09364614,-0.4530729
-0.68001467,-0.66969895,-0.8760073,-1.0307411,-0.79348356,-0.39118057,-0.14360937,0.48563537,0.60942,0.09364614,-0.4530729,-1.0513705
-0.66969895,-0.8760073,-1.0307411,-0.79348356,-0.39118057,-0.14360937,0.48563537,0.60942,0.09364614,-0.4530729,-1.0513705,-0.9379016
-0.8760073,-1.0307411,-0.79348356,-0.39118057,-0.14360937,0.48563537,0.60942,0.09364614,-0.4530729,-1.0513705,-0.9379016,-0.8244307
-1.0307411,-0.79348356,-0.39118057,-0.14360937,0.48563537,0.60942,0.09364614,-0.4530729,-1.0513705,-0.9379016,-0.8244307,-0.958531
-0.79348356,-0.39118057,-0.14360937,0.48563537,0.60942,0.09364614,-0.4530729,-1.0513705,-0.9379016,-0.8244307,-0.958531,-1.2267337
-0.39118057,-0.14360937,0.48563537,0.60942,0.09364614,-0.4530729,-1.0513705,-0.9379016,-0.8244307,-0.958531,-1.2267337,-1.2370495
-0.14360937,0.48563537,0.60942,0.09364614,-0.4530729,-1.0513705,-0.9379016,-0.8244307,-0.958531,-1.2267337,-1.2370495,-0.56654376
0.48563537,0.60942,0.09364614,-0.4530729,-1.0513705,-0.9379016,-0.8244307,-0.958531,-1.2267337,-1.2370495,-0.56654376,0.22774844
0.60942,0.09364614,-0.4530729,-1.0513705,-0.9379016,-0.8244307,-0.958531,-1.2267337,-1.2370495,-0.56654376,0.22774844,0.3205879
0.09364614,-0.4530729,-1.0513705,-0.9379016,-0.8244307,-0.958531,-1.2267337,-1.2370495,-0.56654376,0.22774844,0.3205879,1.0323544
-0.4530729,-1.0513705,-0.9379016,-0.8244307,-0.958531,-1.2267337,-1.2370495,-0.56654376,0.22774844,0.3205879,1.0323544,0.72289085
-1.0513705,-0.9379016,-0.8244307,-0.958531,-1.2267337,-1.2370495,-0.56654376,0.22774844,0.3205879,1.0323544,0.72289085,0.13490899
-0.9379016,-0.8244307,-0.958531,-1.2267337,-1.2370495,-0.56654376,0.22774844,0.3205879,1.0323544,0.72289085,0.13490899,-0.16424079
-0.8244307,-0.958531,-1.2267337,-1.2370495,-0.56654376,0.22774844,0.3205879,1.0323544,0.72289085,0.13490899,-0.16424079,-0.13329366
-0.958531,-1.2267337,-1.2370495,-0.56654376,0.22774844,0.3205879,1.0323544,0.72289085,0.13490899,-0.16424079,-0.13329366,0.33090362
-1.2267337,-1.2370495,-0.56654376,0.22774844,0.3205879,1.0323544,0.72289085,0.13490899,-0.16424079,-0.13329366,0.33090362,0.40311164
-1.2370495,-0.56654376,0.22774844,0.3205879,1.0323544,0.72289085,0.13490899,-0.16424079,-0.13329366,0.33090362,0.40311164,0.64036715
-0.56654376,0.22774844,0.3205879,1.0323544,0.72289085,0.13490899,-0.16424079,-0.13329366,0.33090362,0.40311164,0.64036715,1.011725
0.22774844,0.3205879,1.0323544,0.72289085,0.13490899,-0.16424079,-0.13329366,0.33090362,0.40311164,0.64036715,1.011725,0.9704621
0.3205879,1.0323544,0.72289085,0.13490899,-0.16424079,-0.13329366,0.33090362,0.40311164,0.64036715,1.011725,0.9704621,1.2902414
1.0323544,0.72289085,0.13490899,-0.16424079,-0.13329366,0.33090362,0.40311164,0.64036715,1.011725,0.9704621,1.2902414,1.4552908
0.72289085,0.13490899,-0.16424079,-0.13329366,0.33090362,0.40311164,0.64036715,1.011725,0.9704621,1.2902414,1.4552908,0.83636177
0.13490899,-0.16424079,-0.13329366,0.33090362,0.40311164,0.64036715,1.011725,0.9704621,1.2902414,1.4552908,0.83636177,0.20711702
-0.16424079,-0.13329366,0.33090362,0.40311164,0.64036715,1.011725,0.9704621,1.2902414,1.4552908,0.83636177,0.20711702,0.1452247
-0.13329366,0.33090362,0.40311164,0.64036715,1.011725,0.9704621,1.2902414,1.4552908,0.83636177,0.20711702,0.1452247,0.27932504
0.33090362,0.40311164,0.64036715,1.011725,0.9704621,1.2902414,1.4552908,0.83636177,0.20711702,0.1452247,0.27932504,0.47531965
0.40311164,0.64036715,1.011725,0.9704621,1.2902414,1.4552908,0.83636177,0.20711702,0.1452247,0.27932504,0.47531965,0.22774844
0.64036715,1.011725,0.9704621,1.2902414,1.4552908,0.83636177,0.20711702,0.1452247,0.27932504,0.47531965,0.22774844,0.10396185
1.011725,0.9704621,1.2902414,1.4552908,0.83636177,0.20711702,0.1452247,0.27932504,0.47531965,0.22774844,0.10396185,-0.050769914
0.9704621,1.2902414,1.4552908,0.83636177,0.20711702,0.1452247,0.27932504,0.47531965,0.22774844,0.10396185,-0.050769914,0.07301668
1.2902414,1.4552908,0.83636177,0.20711702,0.1452247,0.27932504,0.47531965,0.22774844,0.10396185,-0.050769914,0.07301668,0.26900932
1.4552908,0.83636177,0.20711702,0.1452247,0.27932504,0.47531965,0.22774844,0.10396185,-0.050769914,0.07301668,0.26900932,0.8879384
0.83636177,0.20711702,0.1452247,0.27932504,0.47531965,0.22774844,0.10396185,-0.050769914,0.07301668,0.26900932,0.8879384,0.77446747
0.20711702,0.1452247,0.27932504,0.47531965,0.22774844,0.10396185,-0.050769914,0.07301668,0.26900932,0.8879384,0.77446747,0.16585612
0.1452247,0.27932504,0.47531965,0.22774844,0.10396185,-0.050769914,0.07301668,0.26900932,0.8879384,0.77446747,0.16585612,-0.6903304
0.27932504,0.47531965,0.22774844,0.10396185,-0.050769914,0.07301668,0.26900932,0.8879384,0.77446747,0.16585612,-0.6903304,-1.3195732
0.47531965,0.22774844,0.10396185,-0.050769914,0.07301668,0.26900932,0.8879384,0.77446747,0.16585612,-0.6903304,-1.3195732,-1.2679965
0.22774844,0.10396185,-0.050769914,0.07301668,0.26900932,0.8879384,0.77446747,0.16585612,-0.6903304,-1.3195732,-1.2679965,-1.3195732
0.10396185,-0.050769914,0.07301668,0.26900932,0.8879384,0.77446747,0.16585612,-0.6903304,-1.3195732,-1.2679965,-1.3195732,-1.3505203
-0.050769914,0.07301668,0.26900932,0.8879384,0.77446747,0.16585612,-0.6903304,-1.3195732,-1.2679965,-1.3195732,-1.3505203,-1.6599839
0.07301668,0.26900932,0.8879384,0.77446747,0.16585612,-0.6903304,-1.3195732,-1.2679965,-1.3195732,-1.3505203,-1.6599839,-2.1344967
0.26900932,0.8879384,0.77446747,0.16585612,-0.6903304,-1.3195732,-1.2679965,-1.3195732,-1.3505203,-1.6599839,-2.1344967,-1.7528232
0.8879384,0.77446747,0.16585612,-0.6903304,-1.3195732,-1.2679965,-1.3195732,-1.3505203,-1.6599839,-2.1344967,-1.7528232,-0.9894782
0.77446747,0.16585612,-0.6903304,-1.3195732,-1.2679965,-1.3195732,-1.3505203,-1.6599839,-2.1344967,-1.7528232,-0.9894782,-0.25708026
0.16585612,-0.6903304,-1.3195732,-1.2679965,-1.3195732,-1.3505203,-1.6599839,-2.1344967,-1.7528232,-0.9894782,-0.25708026,0.07301668
-0.6903304,-1.3195732,-1.2679965,-1.3195732,-1.3505203,-1.6599839,-2.1344967,-1.7528232,-0.9894782,-0.25708026,0.07301668,-0.2880254
-1.3195732,-1.2679965,-1.3195732,-1.3505203,-1.6599839,-2.1344967,-1.7528232,-0.9894782,-0.25708026,0.07301668,-0.2880254,-0.7728541
-1.2679965,-1.3195732,-1.3505203,-1.6599839,-2.1344967,-1.7528232,-0.9894782,-0.25708026,0.07301668,-0.2880254,-0.7728541,-1.1648414
-1.3195732,-1.3505203,-1.6599839,-2.1344967,-1.7528232,-0.9894782,-0.25708026,0.07301668,-0.2880254,-0.7728541,-1.1648414,-1.1957885
-1.3505203,-1.6599839,-2.1344967,-1.7528232,-0.9894782,-0.25708026,0.07301668,-0.2880254,-0.7728541,-1.1648414,-1.1957885,-1.4536755
-1.6599839,-2.1344967,-1.7528232,-0.9894782,-0.25708026,0.07301668,-0.2880254,-0.7728541,-1.1648414,-1.1957885,-1.4536755,-1.360836
-2.1344967,-1.7528232,-0.9894782,-0.25708026,0.07301668,-0.2880254,-0.7728541,-1.1648414,-1.1957885,-1.4536755,-1.360836,-1.5568286
-1.7528232,-0.9894782,-0.25708026,0.07301668,-0.2880254,-0.7728541,-1.1648414,-1.1957885,-1.4536755,-1.360836,-1.5568286,-1.2989417
-0.9894782,-0.25708026,0.07301668,-0.2880254,-0.7728541,-1.1648414,-1.1957885,-1.4536755,-1.360836,-1.5568286,-1.2989417,-0.5974909
-0.25708026,0.07301668,-0.2880254,-0.7728541,-1.1648414,-1.1957885,-1.4536755,-1.360836,-1.5568286,-1.2989417,-0.5974909,0.21743272
0.07301668,-0.2880254,-0.7728541,-1.1648414,-1.1957885,-1.4536755,-1.360836,-1.5568286,-1.2989417,-0.5974909,0.21743272,1.0426701
-0.2880254,-0.7728541,-1.1648414,-1.1957885,-1.4536755,-1.360836,-1.5568286,-1.2989417,-0.5974909,0.21743272,1.0426701,1.486236
-0.7728541,-1.1648414,-1.1957885,-1.4536755,-1.360836,-1.5568286,-1.2989417,-0.5974909,0.21743272,1.0426701,1.486236,1.3418199
-1.1648414,-1.1957885,-1.4536755,-1.360836,-1.5568286,-1.2989417,-0.5974909,0.21743272,1.0426701,1.486236,1.3418199,1.300557
-1.1957885,-1.4536755,-1.360836,-1.5568286,-1.2989417,-0.5974909,0.21743272,1.0426701,1.486236,1.3418199,1.300557,1.1045644
-1.4536755,-1.360836,-1.5568286,-1.2989417,-0.5974909,0.21743272,1.0426701,1.486236,1.3418199,1.300557,1.1045644,1.1045644
-1.360836,-1.5568286,-1.2989417,-0.5974909,0.21743272,1.0426701,1.486236,1.3418199,1.300557,1.1045644,1.1045644,1.4243437
-1.5568286,-1.2989417,-0.5974909,0.21743272,1.0426701,1.486236,1.3418199,1.300557,1.1045644,1.1045644,1.4243437,1.7853857
-1.2989417,-0.5974909,0.21743272,1.0426701,1.486236,1.3418199,1.300557,1.1045644,1.1045644,1.4243437,1.7853857,1.8679094
-0.5974909,0.21743272,1.0426701,1.486236,1.3418199,1.300557,1.1045644,1.1045644,1.4243437,1.7853857,1.8679094,1.5068674
0.21743272,1.0426701,1.486236,1.3418199,1.300557,1.1045644,1.1045644,1.4243437,1.7853857,1.8679094,1.5068674,1.1045644
1.0426701,1.486236,1.3418199,1.300557,1.1045644,1.1045644,1.4243437,1.7853857,1.8679094,1.5068674,1.1045644,0.69194376
1.486236,1.3418199,1.300557,1.1045644,1.1045644,1.4243437,1.7853857,1.8679094,1.5068674,1.1045644,0.69194376,0.3721645
1.3418199,1.300557,1.1045644,1.1045644,1.4243437,1.7853857,1.8679094,1.5068674,1.1045644,0.69194376,0.3721645,0.08333042
1.300557,1.1045644,1.1045644,1.4243437,1.7853857,1.8679094,1.5068674,1.1045644,0.69194376,0.3721645,0.08333042,-0.339604
1.1045644,1.1045644,1.4243437,1.7853857,1.8679094,1.5068674,1.1045644,0.69194376,0.3721645,0.08333042,-0.339604,-1.1545256
1.1045644,1.4243437,1.7853857,1.8679094,1.5068674,1.1045644,0.69194376,0.3721645,0.08333042,-0.339604,-1.1545256,-1.7115624
1.4243437,1.7853857,1.8679094,1.5068674,1.1045644,0.69194376,0.3721645,0.08333042,-0.339604,-1.1545256,-1.7115624,-1.8766099
1.7853857,1.8679094,1.5068674,1.1045644,0.69194376,0.3721645,0.08333042,-0.339604,-1.1545256,-1.7115624,-1.8766099,-2.2170205
1.8679094,1.5068674,1.1045644,0.69194376,0.3721645,0.08333042,-0.339604,-1.1545256,-1.7115624,-1.8766099,-2.2170205,-2.6296391
1.5068674,1.1045644,0.69194376,0.3721645,0.08333042,-0.339604,-1.1545256,-1.7115624,-1.8766099,-2.2170205,-2.6296391,-2.6296391
1.1045644,0.69194376,0.3721645,0.08333042,-0.339604,-1.1545256,-1.7115624,-1.8766099,-2.2170205,-2.6296391,-2.6296391,-2.495539
0.69194376,0.3721645,0.08333042,-0.339604,-1.1545256,-1.7115624,-1.8766099,-2.2170205,-2.6296391,-2.6296391,-2.495539,-1.835347
0.3721645,0.08333042,-0.339604,-1.1545256,-1.7115624,-1.8766099,-2.2170205,-2.6296391,-2.6296391,-2.495539,-1.835347,-1.0720019
0.08333042,-0.339604,-1.1545256,-1.7115624,-1.8766099,-2.2170205,-2.6296391,-2.6296391,-2.495539,-1.835347,-1.0720019,-0.43244344
-0.339604,-1.1545256,-1.7115624,-1.8766099,-2.2170205,-2.6296391,-2.6296391,-2.495539,-1.835347,-1.0720019,-0.43244344,-0.24676454
-1.1545256,-1.7115624,-1.8766099,-2.2170205,-2.6296391,-2.6296391,-2.495539,-1.835347,-1.0720019,-0.43244344,-0.24676454,-0.36023346
-1.7115624,-1.8766099,-2.2170205,-2.6296391,-2.6296391,-2.495539,-1.835347,-1.0720019,-0.43244344,-0.24676454,-0.36023346,-0.5046515
-1.8766099,-2.2170205,-2.6296391,-2.6296391,-2.495539,-1.835347,-1.0720019,-0.43244344,-0.24676454,-0.36023346,-0.5046515,-0.56654376
-2.2170205,-2.6296391,-2.6296391,-2.495539,-1.835347,-1.0720019,-0.43244344,-0.24676454,-0.36023346,-0.5046515,-0.56654376,-0.8244307
-2.6296391,-2.6296391,-2.495539,-1.835347,-1.0720019,-0.43244344,-0.24676454,-0.36023346,-0.5046515,-0.56654376,-0.8244307,-1.1338942
-2.6296391,-2.495539,-1.835347,-1.0720019,-0.43244344,-0.24676454,-0.36023346,-0.5046515,-0.56654376,-0.8244307,-1.1338942,-1.3092574
-2.495539,-1.835347,-1.0720019,-0.43244344,-0.24676454,-0.36023346,-0.5046515,-0.56654376,-0.8244307,-1.1338942,-1.3092574,-1.288628
-1.835347,-1.0720019,-0.43244344,-0.24676454,-0.36023346,-0.5046515,-0.56654376,-0.8244307,-1.1338942,-1.3092574,-1.288628,-0.814115
-1.0720019,-0.43244344,-0.24676454,-0.36023346,-0.5046515,-0.56654376,-0.8244307,-1.1338942,-1.3092574,-1.288628,-0.814115,-0.8347464
-0.43244344,-0.24676454,-0.36023346,-0.5046515,-0.56654376,-0.8244307,-1.1338942,-1.3092574,-1.288628,-0.814115,-0.8347464,-0.71095985
-0.24676454,-0.36023346,-0.5046515,-0.56654376,-0.8244307,-1.1338942,-1.3092574,-1.288628,-0.814115,-0.8347464,-0.71095985,-0.019822776
-0.36023346,-0.5046515,-0.56654376,-0.8244307,-1.1338942,-1.3092574,-1.288628,-0.814115,-0.8347464,-0.71095985,-0.019822776,-0.08171706
-0.5046515,-0.56654376,-0.8244307,-1.1338942,-1.3092574,-1.288628,-0.814115,-0.8347464,-0.71095985,-0.019822776,-0.08171706,-0.66969895
-0.56654376,-0.8244307,-1.1338942,-1.3092574,-1.288628,-0.814115,-0.8347464,-0.71095985,-0.019822776,-0.08171706,-0.66969895,-1.0101097
-0.8244307,-1.1338942,-1.3092574,-1.288628,-0.814115,-0.8347464,-0.71095985,-0.019822776,-0.08171706,-0.66969895,-1.0101097,-1.5980915
-1.1338942,-1.3092574,-1.288628,-0.814115,-0.8347464,-0.71095985,-0.019822776,-0.08171706,-0.66969895,-1.0101097,-1.5980915,-1.8869256
-1.3092574,-1.288628,-0.814115,-0.8347464,-0.71095985,-0.019822776,-0.08171706,-0.66969895,-1.0101097,-1.5980915,-1.8869256,-2.051973
-1.288628,-0.814115,-0.8347464,-0.71095985,-0.019822776,-0.08171706,-0.66969895,-1.0101097,-1.5980915,-1.8869256,-2.051973,-1.8869256
-0.814115,-0.8347464,-0.71095985,-0.019822776,-0.08171706,-0.66969895,-1.0101097,-1.5980915,-1.8869256,-2.051973,-1.8869256,-2.2789128
-0.8347464,-0.71095985,-0.019822776,-0.08171706,-0.66969895,-1.0101097,-1.5980915,-1.8869256,-2.051973,-1.8869256,-2.2789128,-2.4130132
-0.71095985,-0.019822776,-0.08171706,-0.66969895,-1.0101097,-1.5980915,-1.8869256,-2.051973,-1.8869256,-2.2789128,-2.4130132,-1.4330441
-0.019822776,-0.08171706,-0.66969895,-1.0101097,-1.5980915,-1.8869256,-2.051973,-1.8869256,-2.2789128,-2.4130132,-1.4330441,-0.43244344
-0.08171706,-0.66969895,-1.0101097,-1.5980915,-1.8869256,-2.051973,-1.8869256,-2.2789128,-2.4130132,-1.4330441,-0.43244344,0.0008066837
-0.66969895,-1.0101097,-1.5980915,-1.8869256,-2.051973,-1.8869256,-2.2789128,-2.4130132,-1.4330441,-0.43244344,0.0008066837,0.33090362
-1.0101097,-1.5980915,-1.8869256,-2.051973,-1.8869256,-2.2789128,-2.4130132,-1.4330441,-0.43244344,0.0008066837,0.33090362,0.48563537
-1.5980915,-1.8869256,-2.051973,-1.8869256,-2.2789128,-2.4130132,-1.4330441,-0.43244344,0.0008066837,0.33090362,0.48563537,0.2586936
-1.8869256,-2.051973,-1.8869256,-2.2789128,-2.4130132,-1.4330441,-0.43244344,0.0008066837,0.33090362,0.48563537,0.2586936,0.10396185
-2.051973,-1.8869256,-2.2789128,-2.4130132,-1.4330441,-0.43244344,0.0008066837,0.33090362,0.48563537,0.2586936,0.10396185,0.1452247
-1.8869256,-2.2789128,-2.4130132,-1.4330441,-0.43244344,0.0008066837,0.33090362,0.48563537,0.2586936,0.10396185,0.1452247,0.5991043
-2.2789128,-2.4130132,-1.4330441,-0.43244344,0.0008066837,0.33090362,0.48563537,0.2586936,0.10396185,0.1452247,0.5991043,0.5475277
-2.4130132,-1.4330441,-0.43244344,0.0008066837,0.33090362,0.48563537,0.2586936,0.10396185,0.1452247,0.5991043,0.5475277,0.21743272
-1.4330441,-0.43244344,0.0008066837,0.33090362,0.48563537,0.2586936,0.10396185,0.1452247,0.5991043,0.5475277,0.21743272,0.45468822
-0.43244344,0.0008066837,0.33090362,0.48563537,0.2586936,0.10396185,0.1452247,0.5991043,0.5475277,0.21743272,0.45468822,0.2586936
0.0008066837,0.33090362,0.48563537,0.2586936,0.10396185,0.1452247,0.5991043,0.5475277,0.21743272,0.45468822,0.2586936,0.60942
0.33090362,0.48563537,0.2586936,0.10396185,0.1452247,0.5991043,0.5475277,0.21743272,0.45468822,0.2586936,0.60942,0.5784748
0.48563537,0.2586936,0.10396185,0.1452247,0.5991043,0.5475277,0.21743272,0.45468822,0.2586936,0.60942,0.5784748,0.86730695
0.2586936,0.10396185,0.1452247,0.5991043,0.5475277,0.21743272,0.45468822,0.2586936,0.60942,0.5784748,0.86730695,0.8879384
0.10396185,0.1452247,0.5991043,0.5475277,0.21743272,0.45468822,0.2586936,0.60942,0.5784748,0.86730695,0.8879384,0.5165805
0.1452247,0.5991043,0.5475277,0.21743272,0.45468822,0.2586936,0.60942,0.5784748,0.86730695,0.8879384,0.5165805,-0.030138489
0.5991043,0.5475277,0.21743272,0.45468822,0.2586936,0.60942,0.5784748,0.86730695,0.8879384,0.5165805,-0.030138489,0.24837987
0.5475277,0.21743272,0.45468822,0.2586936,0.60942,0.5784748,0.86730695,0.8879384,0.5165805,-0.030138489,0.24837987,0.48563537
0.21743272,0.45468822,0.2586936,0.60942,0.5784748,0.86730695,0.8879384,0.5165805,-0.030138489,0.24837987,0.48563537,0.3205879
0.45468822,0.2586936,0.60942,0.5784748,0.86730695,0.8879384,0.5165805,-0.030138489,0.24837987,0.48563537,0.3205879,0.42374307
0.2586936,0.60942,0.5784748,0.86730695,0.8879384,0.5165805,-0.030138489,0.24837987,0.48563537,0.3205879,0.42374307,0.29995647
0.60942,0.5784748,0.86730695,0.8879384,0.5165805,-0.030138489,0.24837987,0.48563537,0.3205879,0.42374307,0.29995647,0.12459327
0.5784748,0.86730695,0.8879384,0.5165805,-0.030138489,0.24837987,0.48563537,0.3205879,0.42374307,0.29995647,0.12459327,0.21743272
0.86730695,0.8879384,0.5165805,-0.030138489,0.24837987,0.48563537,0.3205879,0.42374307,0.29995647,0.12459327,0.21743272,0.24837987
0.8879384,0.5165805,-0.030138489,0.24837987,0.48563537,0.3205879,0.42374307,0.29995647,0.12459327,0.21743272,0.24837987,0.33090362
0.5165805,-0.030138489,0.24837987,0.48563537,0.3205879,0.42374307,0.29995647,0.12459327,0.21743272,0.24837987,0.33090362,0.1452247
-0.030138489,0.24837987,0.48563537,0.3205879,0.42374307,0.29995647,0.12459327,0.21743272,0.24837987,0.33090362,0.1452247,-0.14360937
0.24837987,0.48563537,0.3205879,0.42374307,0.29995647,0.12459327,0.21743272,0.24837987,0.33090362,0.1452247,-0.14360937,-0.8347464
0.48563537,0.3205879,0.42374307,0.29995647,0.12459327,0.21743272,0.24837987,0.33090362,0.1452247,-0.14360937,-0.8347464,-0.89663875
0.3205879,0.42374307,0.29995647,0.12459327,0.21743272,0.24837987,0.33090362,0.1452247,-0.14360937,-0.8347464,-0.89663875,-0.6490675
0.42374307,0.29995647,0.12459327,0.21743272,0.24837987,0.33090362,0.1452247,-0.14360937,-0.8347464,-0.89663875,-0.6490675,-0.56654376
0.29995647,0.12459327,0.21743272,0.24837987,0.33090362,0.1452247,-0.14360937,-0.8347464,-0.89663875,-0.6490675,-0.56654376,-0.34991774
0.12459327,0.21743272,0.24837987,0.33090362,0.1452247,-0.14360937,-0.8347464,-0.89663875,-0.6490675,-0.56654376,-0.34991774,-0.48402002
0.21743272,0.24837987,0.33090362,0.1452247,-0.14360937,-0.8347464,-0.89663875,-0.6490675,-0.56654376,-0.34991774,-0.48402002,-0.36023346
0.24837987,0.33090362,0.1452247,-0.14360937,-0.8347464,-0.89663875,-0.6490675,-0.56654376,-0.34991774,-0.48402002,-0.36023346,0.40311164
0.33090362,0.1452247,-0.14360937,-0.8347464,-0.89663875,-0.6490675,-0.56654376,-0.34991774,-0.48402002,-0.36023346,0.40311164,0.9807778
0.1452247,-0.14360937,-0.8347464,-0.89663875,-0.6490675,-0.56654376,-0.34991774,-0.48402002,-0.36023346,0.40311164,0.9807778,0.83636177
-0.14360937,-0.8347464,-0.89663875,-0.6490675,-0.56654376,-0.34991774,-0.48402002,-0.36023346,0.40311164,0.9807778,0.83636177,0.5681591
-0.8347464,-0.89663875,-0.6490675,-0.56654376,-0.34991774,-0.48402002,-0.36023346,0.40311164,0.9807778,0.83636177,0.5681591,-0.06108563
-0.89663875,-0.6490675,-0.56654376,-0.34991774,-0.48402002,-0.36023346,0.40311164,0.9807778,0.83636177,0.5681591,-0.06108563,-0.13329366
-0.6490675,-0.56654376,-0.34991774,-0.48402002,-0.36023346,0.40311164,0.9807778,0.83636177,0.5681591,-0.06108563,-0.13329366,0.114277564
-0.56654376,-0.34991774,-0.48402002,-0.36023346,0.40311164,0.9807778,0.83636177,0.5681591,-0.06108563,-0.13329366,0.114277564,-0.050769914
-0.34991774,-0.48402002,-0.36023346,0.40311164,0.9807778,0.83636177,0.5681591,-0.06108563,-0.13329366,0.114277564,-0.050769914,0.114277564
-0.48402002,-0.36023346,0.40311164,0.9807778,0.83636177,0.5681591,-0.06108563,-0.13329366,0.114277564,-0.050769914,0.114277564,0.23806415
-0.36023346,0.40311164,0.9807778,0.83636177,0.5681591,-0.06108563,-0.13329366,0.114277564,-0.050769914,0.114277564,0.23806415,0.20711702
0.40311164,0.9807778,0.83636177,0.5681591,-0.06108563,-0.13329366,0.114277564,-0.050769914,0.114277564,0.23806415,0.20711702,0.09364614
