Model,RMSE_Train,MAE_Train,R2_Train,RMSE_Test,MAE_Test,R2_Test
OLS Linear Regression,0.27238486305257376,0.2141910959546768,0.9263720459780592,0.23670164410431682,0.1810327562807847,0.9461038597006611
