Model,RMSE_Train,MAE_Train,R2_Train,RMSE_Test,MAE_Test,R2_Test
CART Decision Tree,0.22175220032171752,0.17266473633008142,0.951200803710955,0.3613161811862438,0.2816245167897512,0.8744172645150512
